"","City","OtherName","Country","Latitude","Longitude","Certainty","year","pop"
"6455","Mariana","","Brazil","-20.37778","-43.41611",1,1841,5000
"6456","Melbourne","","Australia","-37.814","144.96332",1,1841,11000
"6457","Merthyr Tydfil","","United Kingdom","51.748731","-3.381647",1,1841,42917
"6458","Narbonne","","France","43.18333","3",1,1841,11907
"6459","Newcastle upon Tyne","","United Kingdom","54.978253","-1.617781",2,1841,90009
"6460","Norwich","","United Kingdom","52.62783","1.29834",1,1841,62294
"6461","Nottingham","","United Kingdom","52.9536","-1.15047",1,1841,84142
"6462","Oldham","","United Kingdom","53.54051","-2.1183",1,1841,60451
"6463","Paisley","","United Kingdom","55.83173","-4.43254",1,1841,48125
"6464","Plymouth","","United Kingdom","50.375456","-4.14305",1,1841,80058
"6465","Portsmouth","","United Kingdom","50.816661","-1.083383",1,1841,61889
"6466","Preston","","United Kingdom","53.76667","-2.71667",1,1841,50073
"6467","Puri","Jagganath","India","19.810556","85.831389",2,1841,23766
"6468","Saint-Omer","","France","50.750114","2.252208",1,1841,20661
"6469","Sevastopol","","Russian Federation","44.58883","33.5224",1,1841,41155
"6470","Sheffield","","United Kingdom","53.381128","-1.470086",1,1841,118166
"6471","Stockport","","United Kingdom","53.40979","-2.15761",1,1841,50154
"6472","Stoke","","United Kingdom","53.25","-2.86667",1,1841,68444
"6473","Sunderland","","United Kingdom","54.90465","-1.38222",2,1841,53335
"6474","Tynemouth","","United Kingdom","55.01788","-1.42559",2,1841,48491
"6475","Wolverhampton","","United Kingdom","52.58547","-2.12296",1,1841,68185
"6476","Berdychiv","Berdichev","Ukraine","49.907903","28.587936",1,1842,35592
"6477","Bremen","","Germany","53.07516","8.80777",1,1842,49788
"6478","Brunn","Brno","Austria","49.2","16.6167",2,1842,42000
"6479","Chinkiang","Zhenjiang","China","32.2","119.416667",2,1842,45000
"6480","Kazan","","Russian Federation","55.790278","49.134722",2,1842,41304
"6481","Recife","Pernambuco","Brazil","-8.05389","-34.88111",1,1842,102130
"6482","Tabriz","","Iran","38.08","46.2919",1,1842,50000
"6483","Tianjin","Tientsin","China","39.14222","117.17667",1,1842,193000
"6484","Voronezh","","Russian Federation","51.67204","39.1843",1,1842,43800
"6485","Yaroslavl","","Russian Federation","57.626072","39.884464",2,1842,34913
"6486","Abeokuta","","Nigeria","7.15","3.35",2,1843,50000
"6487","Bergamo","","Italy","45.69798","9.66895",1,1843,18000
"6488","Bharatpur","Bhurtpore","India","27.21731","77.49009",3,1843,40000
"6489","Granada","","Spain","37.177336","-3.598558",1,1843,55000
"6490","Hyderabad","","India","17.38405","78.45636",1,1843,250000
"6491","Ningbo","Yinhsien, Ningpo","China","29.866667","121.55",2,1843,83000
"6492","Samarra"," Samarra' ","Iraq","34.198333","43.874167",2,1843,900
"6493","Seoul","Hanyang","Republic of Korea","37.56826","126.97783",1,1843,190027
"6494","Siena","","Italy","43.32004","11.33283",1,1843,20333
"6495","Bologna","","Italy","44.49381","11.33875",1,1844,75000
"6496","Hue","","Vietnam","16.46667","107.6",1,1844,60000
"6497","Jakarta","Batavia","Indonesia","-6.21462","106.84513",1,1844,60850
"6498","Kermanshah","","Iran","34.31417","47.065",1,1844,10000
"6499","Kingston","","Jamaica","17.992731","-76.8",1,1844,32943
"6500","Murcia","","Spain","37.98704","-1.13004",1,1844,55053
"6501","Parma","","Italy","44.80266","10.32898",1,1844,40927
"6502","Phnom Penh","","Cambodia","11.56245","104.91601",1,1844,30000
"6503","Prizren","Frizren","Serbia","42.21389","20.73972",1,1844,24950
"6504","Quebec","","Canada","46.81228","-71.21454",1,1844,35673
"6505","Tokyo","Yedo, Edo","Japan","35.6895","139.69171",1,1844,769000
"6506","Aleppo","","Syria","36.216667","37.166667",1,1845,80000
"6507","Athens","","Greece","37.97945","23.71622",1,1845,27800
"6508","Beijing","Peking","China","39.9075","116.39723",1,1845,1648000
"6509","Bergen","","Norway","60.391264","5.322053",1,1845,25611
"6510","Cartagena","","Spain","37.625683","-0.996583",1,1845,27727
"6511","Fuzhou","Fuchow, Hokchiu, Fujian province","China","26.076111","119.306389",1,1845,170000
"6512","Hannover","","Germany","52.37052","9.73322",1,1845,42484
"6513","Herat","","Afghanistan","34.34817","62.19967",1,1845,21000
"6514","Ioannina","Iannina,  Ioánnina, Yannina","Greece","39.665028","20.853747",1,1845,25000
"6515","Kandahar","Qandahar","Afghanistan","31.61332","65.71013",1,1845,30000
"6516","Kiev","","Ukraine","50.45466","30.5238",1,1845,50157
"6517","Kukawa","Kuka","Nigeria","12.916667","13.566667",3,1845,55000
"6518","La Paz","","Bolivia","-16.5","-68.15",1,1845,42800
"6519","Leghorn","Livorno","Italy","43.55","10.310579",2,1845,80195
"6520","Mainz","","Germany","49.98419","8.2791",1,1845,39345
"6521","Naples","","Italy","40.851775","14.268122",1,1845,400813
"6522","Semarang","","Indonesia","-6.9932","110.4203",1,1845,50000
"6523","Seville","","Spain","37.388097","-5.982331",1,1845,121872
"6524","Shanghai","","China","31.22222","121.45806",1,1845,120000
"6525","Surabaya","Soerabaja","Indonesia","-7.24917","112.75083",1,1845,50000
"6526","Surakarta","Soerakarta","Indonesia","-7.55611","110.83167",1,1845,100000
"6527","Toledo","","Spain","39.862831","-4.027322",1,1845,13431
"6528","Visby","","Sweden","57.64089","18.29602",1,1845,4260
"6529","Zacatecas","","Mexico","22.76843","-102.58141",1,1845,28000
"6530","Agra","","India","27.18333","78.01667",1,1846,76570
"6531","Ahmedabad","Asawal","India","23.039568","72.566004",1,1846,94390
"6532","Algiers","","Algiers","36.7525","3.04197",1,1846,42635
"6533","Arras","","France","50.291","2.777533",1,1846,24321
"6534","Augsberg","Ausburg","Germany","48.371444","10.898239",1,1846,38206
"6535","Belgrade","Beograd","Serbia","44.80401","20.46513",1,1846,17904
"6536","Besancon","Besançon ","France","47.24878","6.01815",1,1846,25000
"6537","Cremona","","Italy","45.13617","10.02797",1,1846,28325
"6538","Delhi","","India","28.65381","77.22897",1,1846,160279
"6539","Fuzhou","Fuchow, Hokchiu, Fujian province","China","26.076111","119.306389",1,1846,170000
"6540","Kaluga","","Russian Federation","54.5293","36.27542",1,1846,32345
"6541","Kyoto","","Japan","35.02107","135.75385",1,1846,337842
"6542","Le Havre","","France","49.494369","0.107931",1,1846,52259
"6543","Lille","","France","50.628442","3.054975",1,1846,95781
"6544","Milan","","Italy","45.465453","9.198786",1,1846,178000
"6545","Nantes","","France","47.21725","-1.55336",1,1846,94194
"6546","Nicosia","","Cyprus","35.16667","33.36667",1,1846,11800
"6547","Nurnberg","Nürnberg, Nuremberg","Germany","49.452031","11.07675",1,1846,50460
"6548","Orleans","Orléans","France","47.902964","1.90925",1,1846,38000
"6549","Paris","","France","48.856614","2.352222",1,1846,1270000
"6550","Pavia","","Italy","45.18446","9.16145",1,1846,28169
"6551","Port Louis","","Mauritius","-20.16194","57.504104",1,1846,45212
"6552","Prague","","Austria","50.08804","14.42076",1,1846,115436
"6553","Rennes","","France","48.11198","-1.67429",1,1846,36000
"6554","Roubaix","Roubaix-Tourcoing","France","50.692706","3.177847",2,1846,66609
"6555","Strasbourg","Strassburg","France","48.58342","7.74296",1,1846,71992
"6556","Subotica","Szabadka, Maria Theresiopel","Serbia","46.100278","19.665556",2,1846,36200
"6557","Sydney","","Australia","-33.86785","151.20732",1,1846,38358
"6558","Toulouse","","France","43.60426","1.44367",1,1846,75000
"6559","Bareilly","","India","28.34702","79.42193",1,1847,92208
"6560","Florence","Firenze","Italy","43.771033","11.248",1,1847,102154
"6561","Malaga","","Spain","36.721261","-4.421267",1,1847,68577
"6562","Meerut","","India","28.97155","77.71934",1,1847,29014
"6563","Moradabad","","India","28.83893","78.77684",1,1847,48880
"6564","Santiago","","Chile","-33.45","-70.666667",1,1847,80000
"6565","Saratov","","Russian Federation","51.54056","46.00861",1,1847,52329
"6566","Shahjahanpur","","India","27.88142","79.9109",3,1847,62785
"6567","Valencia","","Spain","39.469908","-0.376289",1,1847,98505
"6568","Valparaiso","","Chile","-33.05","-71.6167",1,1847,40000
"6569","Alessandria","","Italy","44.91245","8.61894",1,1848,22994
"6570","Alexandria","","Egypt","31.200092","29.918739",1,1848,134000
"6571","Baghdad","Bagdad","Iraq","33.34058","44.40088",1,1848,60000
"6572","Bogota","Bacata, Funza, Bogotá","Columbia","4.598056","-74.075833",1,1848,53393
"6573","Cairo","Fostat, Fustat","Egypt","30.06263","31.24967",1,1848,254000
"6574","Farrukhabad","","India","27.39048","79.58006",3,1848,68000
"6575","Fatehpur Sikri","","India","27.0937","77.66003",1,1848,15414
"6576","Genova","Genoa","Italy","44.40565","8.946256",1,1848,107000
"6577","Gorakhpur","","India","26.760555","83.373168",2,1848,45265
"6578","Istanbul","Constantinople, Byzantium","Turkey","41.005275","28.976944",1,1848,778000
"6579","Kanauji","Kannauj, Kanauj","India","27.05519","79.91808",3,1848,16486
"6580","Kanpur","Cawnpore","India","26.4478","80.34627",1,1848,108796
"6581","Mathura","Muttra","India","27.4925","77.673611",3,1848,49672
"6582","Mondovi","","Italy","44.39603","7.81764",1,1848,13000
"6583","Oruro","","Bolivia","-17.98333","-67.15",1,1848,5687
"6584","Palma","","Spain","39.56939","2.65024",1,1848,40892
"6585","Puebla"," Puebla de Zaragoza","Mexico","19.0514","-98.2178",1,1848,71631
"6586","Saint Petersburg","Leningrad","Russian Federation","59.89444","30.26417",1,1848,473437
"6587","Aachen","Aix-la-Chapelle","Germany","50.77664","6.08342",1,1849,50533
"6588","Amsterdam","","Netherlands","52.37403","4.88969",1,1849,224035
"6589","Astrakhan","Atil, Itil","Russian Federation","46.366681","48.083239",1,1849,44798
"6590","Badajoz","","Spain","38.87789","-6.97061",1,1849,9000
"6591","Bangkok","","Thailand","13.75398","100.50144",1,1849,160154
"6592","Barcelona","","Spain","41.38879","2.15899",1,1849,164000
"6593","Bremen","","Germany","53.07516","8.80777",1,1849,53478
"6594","Cadiz","","Spain","36.52978","-6.29465",1,1849,85470
"6595","Chisinau","Kishinev, Chisinãu ","Republic of Moldova","47.026858","28.84155",1,1849,42613
"6596","Cordoba","Cordova, Córdoba","Spain","38.046133","-4.893564",2,1849,34000
"6597","Dresden","","Germany","51.05089","13.73832",1,1849,94902
"6598","Ecija","Écija ","Spain","37.5422","-5.0826",1,1849,24000
"6599","Erfurt","","Germany","50.9787","11.03283",1,1849,32224
"6600","Feodosia","Kaffa, Theodosia, Feodosiya, Caffa","Russian Federation","45.048889","35.379167",2,1849,8435
"6601","Gdansk","Danzig","Poland","54.352025","18.64663",2,1849,63917
"6602","Izmail","Ismail","Romania","45.351667","28.836389",2,1849,26243
"6603","Kayseri","Caesarea, Mazaca","Turkey","38.73222","35.48528",2,1849,18413
"6604","Kursk","","Russian Federation","51.73733","36.18735",1,1849,30469
"6605","Leiden","Leyden","Netherlands","52.15833","4.49306",1,1849,35895
"6606","Leipzig","","Germany","51.33962","12.37129",1,1849,62374
"6607","Lvov","Lwow, Lemberg","Poland","49.839683","24.029717",1,1849,75000
"6608","Mumbai","Bombay","India","19.07283","72.88261",1,1849,566119
"6609","Nizhniy Novgorod","Nishny Novgorod, Gorkiy","Russian Federation","56.3269","44.0075",1,1849,30710
"6610","Palembang","","Indonesia","-2.91673","104.7458",1,1849,40000
"6611","Potsdam","","Germany","52.39886","13.06566",1,1849,31394
"6612","Poznan","Posen","Poland","52.40692","16.92993",1,1849,47963
"6613","Shumen","Shumla","Bulgaria","43.276667","26.929167",3,1849,30000
"6614","Stuttgart","","Germany","48.78232","9.17702",1,1849,47837
"6615","Surabaya","Soerabaja","Indonesia","-7.24917","112.75083",1,1849,60000
"6616","Szczecin","Stettin","Poland","53.416667","14.583333",2,1849,47202
"6617","Trakai","Troki","Lithuania","54.633333","24.933333",2,1849,4656
"6618","Trier","Treves","Germany","49.75565","6.63935",1,1849,19016
"6619","Tver","Kalinin  ","Russian Federation","56.858722","35.917597",1,1849,14142
"6620","Utrecht","","Netherlands","52.09083","5.12222",1,1849,38000
"6621","Vladimir","","Russian Federation","56.13655","40.39658",1,1849,13405
"6622","Wroclaw","Breslau","Germany","51.116667","17.033333",3,1849,110702
"6623","Aachen","Aix-la-Chapelle","Germany","50.77664","6.08342",1,1850,49000
"6624","Abeokuta","","Nigeria","7.15","3.35",2,1850,60000
"6625","Aberdeen","","United Kingdom","57.14369","-2.09814",1,1850,71000
"6626","Agades","","Niger","16.966667","7.983333",1,1850,7000
"6627","Agra","","India","27.18333","78.01667",1,1850,108000
"6628","Ahmedabad","Asawal","India","23.039568","72.566004",1,1850,96000
"6629","Ahmednagar","","India","19.095208","74.749592",1,1850,26012
"6630","Aix","","France","43.526304"," 5.445429",3,1850,23000
"6631","Aksu","Aqsu","China","41.12306","80.26444",1,1850,23000
"6632","Albany","New York","United States of America","42.652578","-73.756233",1,1850,55708
"6633","Aleppo","","Syria","36.216667","37.166667",1,1850,90000
"6634","Alexandria","","Egypt","31.200092","29.918739",1,1850,138000
"6635","Algiers","","Algiers","36.7525","3.04197",1,1850,54000
"6636","Allahabad","Prayag","India","25.44894","81.83328",1,1850,70000
"6637","Almeria","Almería ","Spain","36.83814","-2.45974",1,1850,21000
"6638","Amarapura","","Myanmar","21.892983","96.05",1,1850,90000
"6639","Amiens","","France","49.892","2.299",1,1850,47000
"6640","Amritsar","","India","31.63661","74.87476",1,1850,101000
"6641","Amsterdam","","Netherlands","52.37403","4.88969",1,1850,225000
"6642","Angers","","France","47.46667","-0.55",1,1850,43000
"6643","Antwerp","Antwerpen ","Belgium","51.219217","4.402883",1,1850,103328
"6644","Arequipa","","Peru","-16.39889","-71.535",1,1850,21000
"6645","Arras","","France","50.291","2.777533",1,1850,25000
"6646","Astrakhan","Atil, Itil","Russian Federation","46.366681","48.083239",1,1850,44000
"6647","Asuncion","Asunción ","Paraguay","-25.30066","-57.63591",1,1850,44000
"6648","Asyut","","Egypt","27.18096","31.18368",1,1850,25000
"6649","Athens","","Greece","37.97945","23.71622",1,1850,30000
"6650","Augsberg","Ausburg","Germany","48.371444","10.898239",1,1850,35000
"6651","Aurangabad","","India","19.876165","75.343314",1,1850,30000
"6652","Avignon","","France","43.94834","4.80892",1,1850,32000
"6653","Baeza","","Spain","37.99384","-3.47103",1,1850,10800
"6654","Baghdad","Bagdad","Iraq","33.34058","44.40088",1,1850,60000
"6655","Baltimore","Maryland","United States of America","39.29038","-76.61219",1,1850,169054
"6656","Bangalore","","India","12.97194","77.59369",1,1850,130000
"6657","Bangkok","","Thailand","13.75398","100.50144",1,1850,158000
"6658","Barcelona","","Spain","41.38879","2.15899",1,1850,167000
"6659","Bareilly","","India","28.34702","79.42193",1,1850,101000
"6660","Bari","","Italy","41.117142","16.871872",1,1850,31000
"6661","Bauchi","Yakoba","Nigeria","10.315833","9.844167",3,1850,40000
"6662","Beijing","Peking","China","39.9075","116.39723",1,1850,1648000
"6663","Belfast","","Ireland","54.597283","-5.930117",1,1850,99000
"6664","Belgrade","Beograd","Serbia","44.80401","20.46513",1,1850,13485
"6665","Bellary","","India","15.14575","76.91751",1,1850,43000
"6666","Benin","Oedo","Nigeria","6.339081","5.626483",2,1850,60000
"6667","Berdychiv","Berdichev","Ukraine","49.907903","28.587936",1,1850,43000
"6668","Bergamo","","Italy","45.69798","9.66895",1,1850,19000
"6669","Bergen","","Norway","60.391264","5.322053",1,1850,25000
"6670","Berlin","","Germany","52.52437","13.41053",1,1850,446000
"6671","Besancon","Besançon ","France","47.24878","6.01815",1,1850,33000
"6672","Bhagalpur","Boglipore","India","25.24446","86.97183",1,1850,54000
"6673","Bharatpur","Bhurtpore","India","27.21731","77.49009",3,1850,45000
"6674","Bihar","Udantapura, Odantapuri","India","25.096074","85.313119",3,1850,40000
"6675","Birmingham","","United Kingdom","52.48142","-1.89983",1,1850,294000
"6676","Blackburn","","United Kingdom","53.748578","-2.487536",2,1850,45000
"6677","Bogota","Bacata, Funza, Bogotá","Columbia","4.598056","-74.075833",1,1850,53000
"6678","Bologna","","Italy","44.49381","11.33875",1,1850,71500
"6679","Bolton","","United Kingdom","53.58333","-2.43333",1,1850,60000
"6680","Bordeaux","","France","44.84044","-0.5805",1,1850,142000
"6681","Borinage","","Belgium","50.617619","3.345133",2,1850,55671
"6682","Boston","","United States of America","42.358431","-71.059772",1,1850,209000
"6683","Bourges","","France","47.08333","2.4",1,1850,24000
"6684","Bradford","","United Kingdom","53.79391","-1.75206",2,1850,99000
"6685","Bratislava","Pozsony, Pressburg","Slovakia","48.145892","17.107136",2,1850,46000
"6686","Braunschweig","Brunswick","Germany","52.268875","10.526769",1,1850,40000
"6687","Bremen","","Germany","53.07516","8.80777",1,1850,54000
"6688","Brescia","","Italy","45.52478","10.22727",1,1850,17000
"6689","Brest","","France","48.3908","-4.486075",1,1850,70000
"6690","Brighton","","United Kingdom","50.822531","-0.137164",2,1850,63000
"6691","Bristol","","United Kingdom","51.45523","-2.59665",1,1850,150000
"6692","Broach","","India","21.724644","73.002294",3,1850,31332
"6693","Brugge","Bruges","Belgium","51.210819","3.224936",1,1850,50698
"6694","Brunn","Brno","Austria","49.2","16.6167",2,1850,51000
"6695","Brussel","Brussels","Belgium","50.85045","4.34878",1,1850,210000
"6696","Bucharest","","Romania","44.43225","26.10626",1,1850,95000
"6697","Budapest","","Hungary","47.49801","19.03991",1,1850,156506
"6698","Buenos Aires","","Argentina","-34.61315","-58.37723",1,1850,74000
"6699","Buffalo","","United States of America","42.9047","-78.8494",1,1850,42261
"6700","Bukhara","Bokhara","Uzbekistan","39.765869","64.422347",1,1850,70000
"6701","Burgos","","Spain","42.35","-3.7",1,1850,22000
"6702","Bursa","Brusa","Turkey","40.19266","29.08403",1,1850,73000
"6703","Cadiz","","Spain","36.52978","-6.29465",1,1850,88000
"6704","Caen","","France","49.18585","-0.35912",1,1850,43000
"6705","Cairo","Fostat, Fustat","Egypt","30.06263","31.24967",1,1850,260000
"6706","Calcutta","Kolkata","India","22.56263","88.36304",1,1850,413182
"6707","Calicut","","India","11.258753","75.78041",3,1850,38000
"6708","Campulung Muscel","","Romania","47.5308","25.5514",1,1850,9000
"6709","Caracas","","Venezuela","10.48801","-66.87919",1,1850,43000
"6710","Cartagena","","Spain","37.625683","-0.996583",1,1850,31000
"6711","Catania","","Italy","37.50213","15.08719",1,1850,62000
"6712","Changsha","","China","28.196111","112.972222",1,1850,100000
"6713","Chaozhou","Chaochow, Chaohsien","China","23.67","116.63",3,1850,40000
"6714","Charleston","South Carolina","United States of America","32.7833","-79.9333",1,1850,42985
"6715","Chatham","","United Kingdom","51.37891","0.52786",2,1850,49000
"6716","Chengde","Jehol","China","40.966667","117.933333",3,1850,40000
"6717","Chengdu","","China","30.66667","104.06667",1,1850,200000
"6718","Chhapra","","India","25.7848","84.7274",3,1850,40000
"6719","Chisinau","Kishinev, Chisinãu ","Republic of Moldova","47.026858","28.84155",1,1850,45000
"6720","Chongqing","Chonquing, Chungking","China","29.56301","106.551557",2,1850,83000
"6721","Chunar","Chandalgar, Uttar Pradesh","India","25.12909","82.8836",1,1850,11058
"6722","Cincinnati","","United States of America","39.162","-84.45689",1,1850,130828
"6723","Cochabamba","Oropesa","Bolivia","-17.3895","-66.1568",1,1850,15000
"6724","Cologne","Koln, Coln","Germany","50.937531","6.960278",1,1850,95082
"6725","Constantine","","Algeria","36.365","6.61472",1,1850,28000
"6726","Copenhagen","","Denmark","55.67594","12.56553",1,1850,135641
"6727","Cordoba","Cordova, Córdoba","Spain","38.046133","-4.893564",2,1850,34000
"6728","Corinth","","Greece","37.938636","22.932228",1,1850,15000
"6729","Cork","","Ireland","51.89797","-8.47061",1,1850,89000
"6730","Cremona","","Italy","45.13617","10.02797",1,1850,28000
"6731","Cuttack","","India","20.46497","85.87927",1,1850,40000
"6732","Cuzco","","Peru","-13.525","-71.972222",1,1850,41152
"6733","Damascus","","Syria","33.5102","36.29128",1,1850,108599
"6734","Datong","Taitong, Tatung","China","40.083333","113.3",2,1850,40000
"6735","Debrecen","","Hungary","47.53333","21.63333",1,1850,29844
"6736","Delft","","Netherlands","52.00667","4.35556",1,1850,17500
"6737","Delhi","","India","28.65381","77.22897",1,1850,156000
"6738","Demak","","Indonesia","-6.8909","110.6396",1,1850,3000
"6739","Derby","","United Kingdom","52.922531","-1.474619",1,1850,40000
"6740","Dhaka","Dacca","India","23.709921","90.407143",1,1850,60617
"6741","Diyarbakir","Diarbekr","Turkey","37.914411","40.230628",1,1850,27000
"6742","Dordrecht","","Netherlands","51.81","4.67361",1,1850,20878
"6743","Dresden","","Germany","51.05089","13.73832",1,1850,97000
"6744","Dublin","","Ireland","53.33306","-6.24889",1,1850,263000
"6745","Dumyat","Damietta","Egypt","31.41648","31.81332",1,1850,27000
"6746","Dundee","","United Kingdom","56.5","-2.96667",1,1850,77000
"6747","Dunkerque","Dunkirk","France","51.0383","2.3775",1,1850,28000
"6748","Ecija","Écija ","Spain","37.5422","-5.0826",1,1850,24000
"6749","Edessa","Urfa","Turkey","37.15","38.8",1,1850,33000
"6750","Edinburgh","","United Kingdom","55.95206","-3.19648",1,1850,191000
"6751","Edirne","Adrianople","Turkey","41.681808","26.562269",1,1850,85000
"6752","Erzurum","Theodosiopolis, Erzerum","Turkey","39.90861","41.27694",1,1850,47000
"6753","Esfahan","Isfahan","Iran","32.651389","51.679192",1,1850,67000
"6754","Esztergom","","Hungary","47.7928","18.74148",1,1850,11454
"6755","Exeter","","United Kingdom","50.7236","-3.52751",1,1850,40000
"6756","Faizabad","Ayodhya, Ajodhya, Fyzabad","India","26.779386","82.142169",2,1850,45000
"6757","Farrukhabad","","India","27.39048","79.58006",3,1850,68000
"6758","Ferrara","","Italy","44.82678","11.62071",1,1850,38000
"6759","Fez","Fes","Morocco","34.033333","-5.01",1,1850,85000
"6760","Florence","Firenze","Italy","43.771033","11.248",1,1850,107000
"6761","Frankfurt am Main","","Germany","50.110922","8.682128",1,1850,72000
"6762","Fuzhou","Fuchow, Hokchiu, Fujian province","China","26.076111","119.306389",1,1850,175000
"6763","Gaya","","India","24.79686","85.00385",1,1850,50000
"6764","Gdansk","Danzig","Poland","54.352025","18.64663",2,1850,64000
"6765","Geneva","Genève ","Switzerland","46.198392","6.142297",1,1850,42123
"6766","Genova","Genoa","Italy","44.40565","8.946256",1,1850,110000
"6767","Gent","Ghent","Belgium","51.053469","3.730378",1,1850,108256
"6768","Glasgow","","United Kingdom","55.86515","-4.25763",1,1850,345000
"6769","Gorakhpur","","India","26.760555","83.373168",2,1850,48000
"6770","Granada","","Spain","37.177336","-3.598558",1,1850,58000
"6771","Graz","","Austria","47.06667","15.45",1,1850,54000
"6772","Grenoble","","France","45.16667","5.71667",1,1850,31000
"6773","Groningen","","Netherlands","53.21917","6.56667",1,1850,28000
"6774","Guadalajara","","Mexico","20.673819","-103.343489",1,1850,63000
"6775","Guanajuato","","Mexico","21.01858","-101.2591",1,1850,33000
"6776","Guangzhou","Canton","China","23.11667","113.25",1,1850,875000
"6777","Guatemala City","Iximche","Guatemala","14.64072","-90.51327",1,1850,40000
"6778","Guilin","Gwilin, Kweilin","China","25.273566","110.290195",3,1850,43000
"6779","Guiyang","Gwiyang, Kweiyang","China","26.647661","106.630154",1,1850,85000
"6780","Gwalior","","India","26.22982","78.17337",1,1850,71000
"6781","Haarlem","","Netherlands","52.38084","4.63683",1,1850,25778
"6782","Hama","","Syria","35.133333","36.75",2,1850,44000
"6783","Hamadan","","Iran","34.79922","48.51456",1,1850,30000
"6784","Hamburg","","Germany","53.57532","10.01534",1,1850,194000
"6785","Hangzhou","Hangchow","China","30.25","120.166667",2,1850,434000
"6786","Hannover","","Germany","52.37052","9.73322",1,1850,47000
"6787","Hanoi","Hà Noi","Vietnam","21.033333","105.85",1,1850,75000
"6788","Hanzhong","Hanchung","China","33.066667","107.016667",1,1850,65000
"6789","Havana","La Habana","Cuba","23.13302","-82.38304",1,1850,131000
"6790","Hiroshima","","Japan","34.396775","132.460017",1,1850,63000
"6791","Ho Chi Minh","Saigon","Vietnam","10.823099","106.628767",1,1850,50000
"6792","Huai'an","Huaian, Hwaian","China","33.5","119.133333",1,1850,45000
"6793","Hull","","United Kingdom","53.7446","-0.33525",1,1850,82000
"6794","Hyderabad","","India","17.38405","78.45636",1,1850,200000
"6795","Iasi","Jassy","Romania","47.16667","27.6",1,1850,53000
"6796","Ibadan","","Nigeria","7.38778","3.89639",1,1850,55000
"6797","Ijaye","short-lived kingdom","Nigeria","6.684967","3.288544",3,1850,35000
"6798","Ikoso","Shaki","Guinea","8.666667","3.383333",3,1850,40000
"6799","Ilade","","Nigeria","6.5667","3.5333",3,1850,30000
"6800","Ilorin","","Nigeria","8.5","4.55",1,1850,70000
"6801","Indore","","India","22.71792","75.8333",1,1850,60000
"6802","Ioannina","Iannina,  Ioánnina, Yannina","Greece","39.665028","20.853747",1,1850,23000
"6803","Iraklion","Irakleion, Candia. Heraklion","Greece","35.338736","25.144214",1,1850,18910
"6804","Istanbul","Constantinople, Byzantium","Turkey","41.005275","28.976944",1,1850,785000
"6805","Izmail","Ismail","Romania","45.351667","28.836389",2,1850,26000
"6806","Jaipur","Jeypore","India","26.91962","75.78781",1,1850,100000
"6807","Jakarta","Batavia","Indonesia","-6.21462","106.84513",1,1850,60000
"6808","Jalandhar","Jullundur","India","31.326015","75.576183",3,1850,40000
"6809","Jammu","","India","32.73569","74.86911",1,1850,40000
"6810","Jerez de la Frontera","Xerez","Spain","36.6936","-6.132431",1,1850,31000
"6811","Jhansi","","India","25.45446","78.58221",1,1850,60000
"6812","Jilin","Kirin","China","43.896536","125.32599",3,1850,40000
"6813","Jinan","Tsinan","China","36.650997","117.120497",1,1850,70000
"6814","Jingdezhen","Kingtehchen","China","29.268836","117.17842",2,1850,170000
"6815","Jodhpur","","India","26.26841","73.00594",1,1850,50000
"6816","Kabul","","Afghanistan","34.52813","69.17233",1,1850,60000
"6817","Kagoshima","","Japan","31.5966","130.557183",1,1850,72000
"6818","Kaifeng","Bienliang, Pienliang","China","34.7986","114.30742",1,1850,90000
"6819","Kairouan","Qairwan, Qairawan, Zirids, Kairwan","Tunisia"," 35.674444","10.101667",2,1850,15000
"6820","Kaluga","","Russian Federation","54.5293","36.27542",1,1850,29560
"6821","Kanazawa","","Japan","36.561325","136.656206",1,1850,116000
"6822","Kano","","Nigeria","12.00012","8.51672",1,1850,40000
"6823","Kashi","Kashgar","China","39.4704","75.989756",1,1850,35000
"6824","Katsina","","Nigeria","12.98943","7.60063",1,1850,7500
"6825","Kazan","","Russian Federation","55.790278","49.134722",2,1850,44000
"6826","Kerman","","Iran","30.28321","57.07879",1,1850,30000
"6827","Kherson","Cherson","Ukraine","46.635417","32.616867",1,1850,24338
"6828","Kiev","","Ukraine","50.45466","30.5238",1,1850,52000
"6829","Kingston","","Jamaica","17.992731","-76.8",1,1850,33000
"6830","Kobe","Hyogo","Japan","34.691269","135.183072",1,1850,21861
"6831","Kokand","Khokand","Uzbekistan","40.533261","70.932342",1,1850,80000
"6832","Konigsberg","Kaliningrad, Königsberg ","Germany","54.716667","20.516667",2,1850,76122
"6833","Konya","Konia","Turkey","37.87135","32.48464",1,1850,33000
"6834","Krakow","Cracow","Poland","50.06143","19.93658",1,1850,42000
"6835","Kukawa","Kuka","Nigeria","12.916667","13.566667",3,1850,50000
"6836","Kumasi","","Guinea","6.68848","-1.62443",1,1850,25000
"6837","Kunming","Yunnanfu","China","25.03889","102.71833",1,1850,50000
"6838","Kursk","","Russian Federation","51.73733","36.18735",1,1850,30000
"6839","Kyoto","","Japan","35.02107","135.75385",1,1850,323000
"6840","La Paz","","Bolivia","-16.5","-68.15",1,1850,44000
"6841","Lahore","","Pakistan","31.54972","74.34361",1,1850,94000
